Company,Quarter,Sales,Total_Assets,Total_Liabilities,Short_Term_Debt,Long_Term_Debt,EBIT,Interest_Expense,Operating_Cash_Flow,Market_Cap,Retained_Earnings,Current_Assets,Current_Liabilities,RBI_Repo_Rate
HDFC Bank,2019-09-30,30283.5,1442897.17,1449002.05,142876.66,333378.88,4542.52,15836.56,-4180.84,630929.61,167726.16,1087785.02,65750.36,5.15
HDFC Bank,2019-12-31,30413.73,1493491.8,1478315.39,140828.95,328600.88,4562.06,15318.55,-4198.82,622863.31,169672.89,1109790.93,66119.09,5.15
HDFC Bank,2020-03-31,30871.96,1560176.37,1539792.58,140415.87,327637.04,4630.79,15400.71,-4262.08,700431.31,173513.03,1155942.66,68666.71,5.15
HDFC Bank,2020-06-30,29762.14,1629637.41,1623796.59,161375.16,376542.04,4464.32,14826.52,9833.97,794587.55,192870.81,1223085.39,70382.39,4.0
HDFC Bank,2020-09-30,31389.9,1721907.87,1754243.26,164996.97,384992.92,4708.49,14751.48,10371.81,780793.81,202529.2,1321341.18,77743.03,4.0
HDFC Bank,2020-12-31,33404.39,1721867.84,1699200.32,159823.57,372921.65,5010.66,14668.56,11037.44,757558.99,201341.61,1279881.42,72942.57,4.0
HDFC Bank,2021-03-31,33954.94,1804661.7,1809831.17,162419.55,378978.96,5093.24,14845.63,11219.35,711686.99,209858.42,1363211.43,78953.62,4.0
HDFC Bank,2021-06-30,32806.83,1867101.86,1853933.51,189716.52,442671.87,4921.02,14462.66,-2886.43,816317.11,226654.19,1455979.51,78595.72,4.0
HDFC Bank,2021-09-30,33999.52,1931004.9,1901254.82,188120.43,438947.66,5099.93,14495.09,-2991.37,840796.12,230821.6,1493143.12,79923.76,4.0
HDFC Bank,2021-12-31,34224.07,2013844.53,1986002.14,188422.51,439652.51,5133.61,14693.59,-3011.12,823680.45,237276.25,1559699.09,83620.37,4.0
HDFC Bank,2022-03-31,35071.96,2109058.87,2095274.42,189815.3,442902.36,5260.79,14383.44,-3085.72,777847.6,245159.14,1645515.65,88873.39,4.0
HDFC Bank,2022-06-30,39491.66,2208999.35,2193302.54,226120.6,527614.74,5923.75,19826.09,4813.82,971191.32,265315.22,1742570.88,87595.56,6.5
HDFC Bank,2022-09-30,42060.06,2350901.71,2375372.51,230109.44,536922.03,6309.01,19586.17,5126.9,939473.67,277292.64,1887224.8,96540.5,6.5
HDFC Bank,2022-12-31,43468.01,2413876.22,2399283.68,226362.14,528178.32,6520.2,19376.43,5298.52,988906.24,279955.3,1906222.14,95924.33,6.5
HDFC Bank,2023-03-31,44841.38,2492404.39,2454948.26,224316.39,523404.92,6726.21,19806.7,5465.92,959494.32,284538.68,1950447.44,97262.8,6.5
HDFC Bank,2023-06-30,69138.41,2854992.91,2805486.9,356427.89,831665.07,10370.76,38043.41,4648.0,1076333.78,414155.06,2096641.32,318968.06,6.5
HDFC Bank,2023-09-30,71229.11,3233046.63,3186461.32,357491.03,834145.73,10684.37,39061.64,4788.55,1085312.18,426617.16,2381357.21,363363.31,6.5
HDFC Bank,2023-12-31,71035.61,3606165.76,3557737.23,357846.39,834974.92,10655.34,38016.31,4775.54,1088513.67,438279.17,2658825.05,406104.49,6.5
HDFC Bank,2024-03-31,73763.57,4007436.38,3984807.26,360669.27,841561.64,11064.54,38570.3,4958.94,1098898.05,453063.12,2977989.86,458441.31,6.5
HDFC Bank,2024-06-30,79371.63,4110640.79,4100633.01,394327.53,920097.56,11905.74,46555.71,30024.96,1137861.11,480773.85,2978653.42,488795.24,6.25
HDFC Bank,2024-09-30,83903.45,4252860.83,4294982.76,399205.0,931478.33,12585.52,45608.25,31739.27,1161219.5,499875.2,3119826.87,518294.22,6.25
HDFC Bank,2024-12-31,84395.44,4281652.72,4261767.22,393454.03,918059.41,12659.32,46708.29,31925.38,1168802.67,505639.08,3095699.48,506877.13,6.25
HDFC Bank,2025-03-31,88726.89,4324804.96,4258531.31,389232.45,908209.04,13309.03,46201.97,33563.89,1242397.39,513039.79,3093348.95,501057.83,6.25
HDFC Bank,2025-06-30,83430.49,4455857.37,4391563.29,435350.01,1015816.68,12514.57,46066.51,27164.24,1361157.24,528735.99,3231309.07,562981.89,6.0
HDFC Bank,2025-09-30,87781.64,4723340.71,4797760.26,448683.36,1046927.83,13167.25,46434.82,28580.93,1360028.22,559657.27,3530188.52,633891.94,6.0
HDFC Bank,2025-12-31,87038.93,4730978.85,4683383.15,437279.76,1020319.43,13055.84,46023.51,28339.11,1350740.83,559786.69,3446029.91,603053.43,6.0
HDFC Bank,2026-03-31,87255.92,4959567.32,5011634.58,446361.06,1041509.14,13088.39,46502.39,28409.77,1378367.25,586063.78,3687557.08,658722.39,6.0
Hindustan Unilever,2014-06-30,7077.58,13121.15,12898.4,12.68,29.59,1198.04,4.42,728.74,169531.92,3465.33,7210.77,9102.3,7.75
Hindustan Unilever,2014-09-30,7501.0,13762.81,13817.34,12.95,30.22,1269.72,4.43,772.34,161239.91,3634.79,7724.49,9958.48,7.75
Hindustan Unilever,2014-12-31,8870.64,13796.37,13528.78,12.65,29.52,1501.56,4.46,913.37,169875.77,3643.66,7563.18,9523.66,7.75
Hindustan Unilever,2015-03-31,8424.68,14549.27,14669.52,13.01,30.35,1426.07,4.53,867.45,160894.81,3842.5,8200.9,10617.99,7.75
Hindustan Unilever,2015-06-30,7001.43,14577.48,14634.43,53.31,124.38,1285.6,4.21,907.32,187458.1,5903.2,8443.51,7987.87,6.75
Hindustan Unilever,2015-09-30,7849.07,14409.76,14210.81,52.37,122.19,1441.25,4.18,1017.16,189686.28,5955.77,8199.1,7619.78,6.75
Hindustan Unilever,2015-12-31,8976.77,14527.37,14354.57,52.47,122.43,1648.32,4.32,1163.3,179566.91,6124.35,8282.04,7711.79,6.75
Hindustan Unilever,2016-03-31,8713.66,14738.65,14684.5,52.9,123.44,1600.0,4.28,1129.21,163354.65,6333.64,8472.4,7954.68,6.75
Hindustan Unilever,2016-06-30,7331.94,14991.36,14961.53,82.93,193.51,1399.09,8.66,1146.38,212856.24,6026.38,6919.68,8256.87,6.25
Hindustan Unilever,2016-09-30,7828.26,15059.52,14871.9,82.06,191.48,1493.8,8.87,1223.98,203808.32,6124.34,6878.23,8121.31,6.25
Hindustan Unilever,2016-12-31,9380.56,15173.35,14874.93,81.47,190.09,1790.01,8.61,1466.68,196227.85,6239.62,6879.63,8063.67,6.25
Hindustan Unilever,2017-03-31,8654.01,15966.44,16231.19,84.48,197.12,1651.37,8.84,1353.09,196241.76,6636.25,7506.9,9124.25,6.25
Hindustan Unilever,2017-06-30,7706.69,16390.2,16536.69,0.0,0.0,1625.9,6.48,1313.68,204686.71,6593.54,9258.03,9883.48,6.0
Hindustan Unilever,2017-09-30,8487.25,16876.44,16969.39,0.0,0.0,1790.57,6.53,1446.74,212966.8,6748.72,9500.27,10107.6,6.0
Hindustan Unilever,2017-12-31,9900.42,17114.62,16908.74,0.0,0.0,2088.71,6.39,1687.62,235551.71,6805.51,9466.32,9895.83,6.0
Hindustan Unilever,2018-03-31,9644.48,17682.22,17504.25,0.0,0.0,2034.71,6.37,1644.0,211985.29,6993.89,9799.71,10264.71,6.0
Hindustan Unilever,2018-06-30,8529.27,17737.83,17427.44,29.18,68.09,1926.73,8.17,1258.45,247157.62,6953.33,10095.92,9800.68,6.25
Hindustan Unilever,2018-09-30,9466.49,18371.67,18498.7,29.91,69.78,2138.45,8.29,1396.74,232118.99,7318.71,10716.52,10661.64,6.25
Hindustan Unilever,2018-12-31,11103.09,18662.25,18890.0,30.06,70.15,2508.15,8.36,1638.21,261649.0,7550.76,10943.2,10944.34,6.25
Hindustan Unilever,2019-03-31,10788.43,18405.66,18185.0,29.34,68.47,2437.07,8.26,1591.78,253440.84,7559.27,10534.79,10284.07,6.25
Hindustan Unilever,2019-06-30,8879.81,19026.31,19042.63,0.0,0.0,2201.03,29.78,1701.5,259407.48,7418.38,12115.55,11276.69,5.15
Hindustan Unilever,2019-09-30,9375.4,19456.5,19522.23,0.0,0.0,2323.88,30.0,1796.46,280356.09,7638.06,12420.68,11589.81,5.15
Hindustan Unilever,2019-12-31,10788.6,20084.67,20402.29,0.0,0.0,2674.17,29.34,2067.25,286068.63,7936.22,12980.6,12262.39,5.15
Hindustan Unilever,2020-03-31,10825.45,20257.99,20363.54,0.0,0.0,2683.3,29.45,2074.31,267429.17,8054.75,12955.95,12111.34,5.15
Hindustan Unilever,2020-06-30,10473.7,32225.52,32151.46,0.0,0.0,2589.25,29.17,2040.71,319540.97,43780.23,6474.73,9830.46,4.0
Hindustan Unilever,2020-09-30,11461.52,45023.85,45608.7,0.0,0.0,2833.45,28.74,2233.18,301717.72,45652.46,9184.77,14158.76,4.0
Hindustan Unilever,2020-12-31,12889.18,56142.87,55696.08,0.0,0.0,3186.39,28.69,2511.35,312216.16,45884.94,11216.19,16932.74,4.0
Hindustan Unilever,2021-03-31,12244.99,69914.38,71108.83,0.0,0.0,3027.14,29.24,2385.83,292380.65,48249.47,14320.04,22164.25,4.0
Hindustan Unilever,2021-06-30,11721.19,69610.91,70042.98,314.84,734.63,2873.42,26.4,2022.14,336126.03,45444.38,14105.75,20393.82,4.0
Hindustan Unilever,2021-09-30,12201.44,68426.85,67251.26,307.52,717.56,2991.15,26.14,2105.0,331954.55,45587.8,13543.54,19125.86,4.0
Hindustan Unilever,2021-12-31,14564.76,70944.86,71836.29,316.83,739.27,3570.51,26.9,2512.72,359888.69,48203.51,14466.9,21048.13,4.0
Hindustan Unilever,2022-03-31,13701.38,69969.61,69437.3,310.52,724.55,3358.86,26.28,2363.77,335551.14,48454.55,13983.78,19939.9,4.0
Hindustan Unilever,2022-06-30,13339.6,70741.45,70336.49,363.61,848.42,3115.14,28.54,2200.0,382320.98,46048.7,15770.54,20626.93,6.5
Hindustan Unilever,2022-09-30,14671.38,71239.55,70691.85,362.89,846.74,3426.15,28.83,2419.64,417397.46,47199.86,15850.21,20690.2,6.5
Hindustan Unilever,2022-12-31,17112.12,72012.47,71593.14,363.57,848.33,3996.12,28.3,2822.17,391832.04,48533.01,16052.29,20993.38,6.5
Hindustan Unilever,2023-03-31,16634.06,71915.27,70772.02,359.89,839.73,3884.48,28.93,2743.33,384760.15,49273.04,15868.19,20542.3,6.5
Hindustan Unilever,2023-06-30,13660.73,73518.57,72618.3,439.75,1026.08,3235.31,83.51,3414.08,463628.73,46581.79,17666.76,23566.07,6.5
Hindustan Unilever,2023-09-30,14856.36,76870.53,77973.67,451.59,1053.71,3518.47,84.63,3712.89,455879.56,49128.9,18969.63,25985.32,6.5
Hindustan Unilever,2023-12-31,16959.32,76088.08,75054.39,439.15,1024.69,4016.52,83.87,4238.46,450638.39,49033.12,18259.42,24323.59,6.5
Hindustan Unilever,2024-03-31,16238.54,77640.06,76800.3,440.38,1027.56,3845.82,84.15,4058.32,411626.69,50431.56,18684.17,24959.28,6.5
Hindustan Unilever,2024-06-30,13221.2,79522.25,80218.04,498.73,1163.69,3168.62,93.35,2562.4,509331.51,45877.4,20801.06,29194.31,6.25
Hindustan Unilever,2024-09-30,14578.45,77857.1,76560.17,486.16,1134.38,3493.9,93.96,2825.45,453288.7,45930.59,19852.55,27161.29,6.25
Hindustan Unilever,2024-12-31,16526.97,78697.39,77883.77,489.29,1141.67,3960.89,96.74,3203.1,479621.32,47442.22,20195.77,27808.43,6.25
Hindustan Unilever,2025-03-31,16016.78,79924.41,79985.87,494.78,1154.49,3838.61,94.19,3104.22,499537.71,49204.81,20740.86,28879.52,6.25
Hindustan Unilever,2025-06-30,13966.26,79483.79,79137.34,441.47,1030.09,3258.03,100.69,2382.81,526609.9,44670.64,16942.41,29170.92,6.0
Hindustan Unilever,2025-09-30,15053.51,80171.73,80544.69,445.46,1039.41,3511.66,104.39,2568.31,555005.3,46293.16,17243.7,29958.38,6.0
Hindustan Unilever,2025-12-31,17639.11,79899.77,80030.5,444.13,1036.29,4114.83,102.21,3009.44,567285.82,47368.78,17133.62,29677.77,6.0
Hindustan Unilever,2026-03-31,17454.35,79738.36,79738.72,443.4,1034.6,4071.73,101.15,2977.92,542252.31,48504.22,17071.15,29521.4,6.0
ICICI Bank,2014-06-30,12930.26,752222.06,740506.41,73189.17,170774.74,1939.54,8183.32,-2887.22,273070.43,76075.52,489348.15,127220.14,7.75
ICICI Bank,2014-09-30,13433.88,794107.45,803550.83,75231.23,175539.54,2015.08,8046.31,-2999.67,244236.28,80311.58,531009.73,141903.05,7.75
ICICI Bank,2014-12-31,13788.13,812515.96,819667.29,75001.47,175003.44,2068.22,8151.33,-3078.77,264571.52,82173.31,541659.95,144307.06,7.75
ICICI Bank,2015-03-31,14317.93,817877.66,809757.74,73608.99,171754.31,2147.69,8093.31,-3197.07,252340.84,82715.56,535111.43,139915.6,7.75
ICICI Bank,2015-06-30,13813.29,852081.06,854923.33,82963.86,193582.34,2071.99,8637.86,5508.4,285178.97,86263.69,580645.24,143022.26,6.75
ICICI Bank,2015-09-30,14789.71,860320.61,848391.45,81541.49,190263.48,2218.46,8651.06,5897.77,293773.89,87076.23,576208.94,139496.23,6.75
ICICI Bank,2015-12-31,15125.31,878323.78,861393.57,81094.18,189219.75,2268.8,8536.89,6031.61,307029.12,88877.46,585039.69,140857.13,6.75
ICICI Bank,2016-03-31,15664.07,925982.96,933266.78,83338.47,194456.42,2349.61,8521.14,6246.45,309364.74,93679.13,633854.4,156833.5,6.75
ICICI Bank,2016-06-30,14653.21,938352.96,941216.37,88985.97,207633.92,2197.98,8587.96,12656.49,330090.5,95999.03,641669.47,172606.65,6.25
ICICI Bank,2016-09-30,15165.65,968785.37,985617.71,90256.65,210598.85,2274.85,8791.37,13099.1,346647.88,100001.47,671939.86,183330.29,6.25
ICICI Bank,2016-12-31,15493.86,987774.86,1006931.42,90435.76,211016.78,2324.08,8574.27,13382.59,342147.27,102836.76,686470.37,187666.44,6.25
ICICI Bank,2017-03-31,15338.66,1000309.64,1015110.08,90027.87,210065.03,2300.8,8855.6,13248.54,325527.24,104997.88,692046.13,188337.43,6.25
ICICI Bank,2017-06-30,14844.33,1002191.79,984343.22,99383.23,231894.2,2226.65,8530.9,4628.67,353910.11,99341.89,650176.56,170657.38,6.0
ICICI Bank,2017-09-30,15822.89,1047976.65,1040997.09,100511.39,234526.58,2373.43,8395.78,4933.8,357572.48,103184.98,687597.46,182528.3,6.0
ICICI Bank,2017-12-31,15886.88,1082944.89,1076288.93,100563.39,234647.91,2383.03,8709.35,4953.76,354593.83,105955.16,710908.37,188814.0,6.0
ICICI Bank,2018-03-31,16234.81,1111896.14,1099647.7,100070.65,233498.19,2435.22,8549.13,5062.25,360728.83,108139.49,726337.26,191966.62,6.0
ICICI Bank,2018-06-30,16727.34,1152833.98,1152758.71,111484.18,260129.76,2509.1,9667.71,11310.27,401833.24,104484.88,773224.0,216709.82,6.25
ICICI Bank,2018-09-30,18443.42,1185346.23,1189167.23,111850.86,260985.33,2766.51,9740.59,12470.61,415729.76,107661.74,797645.37,224289.62,6.25
ICICI Bank,2018-12-31,17819.17,1194580.56,1179196.08,110055.61,256796.42,2672.88,9858.57,12048.52,437147.62,108721.46,790957.12,218839.21,6.25
ICICI Bank,2019-03-31,18144.64,1218247.35,1198041.48,109642.26,255831.94,2721.7,9761.05,12268.59,439479.83,111090.38,803597.85,221501.55,6.25
ICICI Bank,2019-06-30,20151.2,1251366.79,1229696.94,121809.74,284222.72,3022.68,11209.1,18899.18,474203.85,110591.27,824455.3,210303.41,5.15
ICICI Bank,2019-09-30,20839.84,1292615.4,1277369.76,122494.29,285820.01,3125.98,11344.29,19545.03,433402.17,114218.53,856417.73,219684.14,5.15
ICICI Bank,2019-12-31,21031.63,1346149.9,1349641.34,124277.78,289981.48,3154.74,11154.02,19724.9,424284.33,118931.04,904872.5,235493.04,5.15
ICICI Bank,2020-03-31,22206.41,1378635.7,1379980.71,124077.21,289513.5,3330.96,11145.64,20826.69,451646.36,121783.7,925213.66,240398.23,5.15
ICICI Bank,2020-06-30,21050.12,1406751.08,1387351.44,139689.77,325942.79,3157.52,10690.19,32583.39,484694.69,142496.14,904816.34,271577.03,4.0
ICICI Bank,2020-09-30,22774.62,1468074.45,1460634.8,140925.29,328825.67,3416.19,10855.06,35252.73,491951.84,147641.8,952610.99,288451.32,4.0
ICICI Bank,2020-12-31,22933.01,1495736.6,1467340.72,138954.05,324226.12,3439.95,10625.82,35497.9,482588.58,149407.57,956984.53,285722.3,4.0
ICICI Bank,2021-03-31,23256.99,1544041.52,1514834.18,138963.74,324248.72,3488.55,10732.55,35999.39,487966.66,153249.22,987959.27,294990.85,4.0
ICICI Bank,2021-06-30,22293.55,1587423.96,1556927.04,154706.95,360982.88,3344.03,10362.51,13578.67,535736.42,163902.77,1043644.1,276728.56,4.0
ICICI Bank,2021-09-30,24280.96,1673386.54,1683610.67,158701.08,370302.52,3642.14,10159.42,14789.18,548006.17,172678.48,1128563.06,306971.08,4.0
ICICI Bank,2021-12-31,23744.08,1723115.41,1738435.07,159139.72,371326.02,3561.61,10186.02,14462.17,604517.69,177712.49,1165313.12,317843.24,4.0
ICICI Bank,2022-03-31,25054.06,1764420.69,1776283.6,158797.86,370528.34,3758.11,10249.42,15260.06,544968.03,181877.67,1190683.86,324065.55,4.0
ICICI Bank,2022-06-30,28396.55,1768956.52,1734497.38,172830.49,403271.14,4259.48,12836.07,-884.5,598118.36,193278.57,1158287.06,298807.98,6.5
ICICI Bank,2022-09-30,29736.27,1831918.83,1808575.45,174018.04,406042.09,4460.44,12396.45,-926.23,649113.68,199866.27,1207755.95,313710.52,6.5
ICICI Bank,2022-12-31,30726.54,1931241.68,1955764.09,178502.26,416505.26,4608.98,12834.22,-957.07,624389.08,210411.73,1306047.66,347983.27,6.5
ICICI Bank,2023-03-31,30724.76,1965563.67,1972662.89,176900.73,412768.37,4608.71,12574.94,-957.02,616829.59,213870.68,1317332.57,347840.93,6.5
ICICI Bank,2023-06-30,38167.25,2064171.69,2068469.07,213208.62,497486.79,5725.09,18459.87,37633.2,710142.08,236124.14,1330982.38,400612.79,6.5
ICICI Bank,2023-09-30,39387.21,2184065.5,2207094.79,215009.12,501687.95,5908.08,18859.34,38836.09,676160.95,244553.78,1420182.84,431071.07,6.5
ICICI Bank,2023-12-31,41575.86,2298379.41,2334652.63,216123.56,504288.3,6236.38,18517.69,40994.12,751896.65,252290.33,1502261.53,458348.05,6.5
ICICI Bank,2024-03-31,40891.06,2342188.55,2320516.5,210796.97,491859.6,6133.66,18173.11,40318.9,722253.93,252381.92,1493165.46,444344.73,6.5
ICICI Bank,2024-06-30,44608.03,2398500.87,2363900.68,234371.22,546866.18,6691.2,22041.45,29399.77,846633.89,284875.23,1549182.63,412496.52,6.25
ICICI Bank,2024-09-30,47936.64,2470278.53,2437836.79,234678.68,547583.59,7190.5,22279.87,31593.56,774296.66,292958.38,1597636.67,425956.3,6.25
ICICI Bank,2024-12-31,46141.4,2533360.08,2494625.12,234165.71,546386.66,6921.21,22625.84,30410.37,813409.26,300010.6,1634852.91,434926.0,6.25
ICICI Bank,2025-03-31,47329.78,2658244.57,2674345.06,239242.01,558231.36,7099.47,22305.23,31193.59,845966.8,314373.64,1752632.4,476367.0,6.25
ICICI Bank,2025-06-30,45547.58,2670939.22,2632144.96,258494.95,603154.89,6832.14,21821.89,15708.03,957602.68,327202.53,1830046.89,448415.04,6.0
ICICI Bank,2025-09-30,49899.35,2789540.42,2800756.25,263359.46,614505.41,7484.9,22343.98,17208.83,923765.28,342369.74,1947276.97,486118.94,6.0
ICICI Bank,2025-12-31,48810.98,2837185.18,2827966.65,261452.54,610055.94,7321.65,22626.2,16833.48,883171.95,348835.23,1966195.5,487287.71,6.0
ICICI Bank,2026-03-31,50325.69,2875593.34,2837208.01,258803.4,603874.6,7548.85,21853.92,17355.87,934276.84,354154.55,1972620.72,483926.56,6.0
ITC,2014-06-30,8507.26,42533.99,42562.4,80.75,188.43,3123.52,22.82,2157.22,179627.29,28633.06,19456.52,12927.77,7.75
ITC,2014-09-30,9098.73,44342.56,45041.56,81.97,191.27,3340.68,22.62,2307.2,184806.84,29850.55,20589.81,13887.17,7.75
ITC,2014-12-31,10926.1,45305.65,45813.74,81.61,190.41,4011.61,22.68,2770.58,171832.58,30498.89,20942.8,14061.98,7.75
ITC,2015-03-31,10382.01,46119.5,46287.62,80.99,188.99,3811.85,22.48,2632.61,163823.73,31046.76,21159.42,14101.09,7.75
ITC,2015-06-30,8535.1,46821.64,46273.03,24.9,58.11,3164.51,19.78,2133.99,179928.69,38280.53,19921.65,7869.27,6.75
ITC,2015-09-30,9067.4,48815.01,48828.52,25.21,58.82,3361.87,19.84,2267.08,190383.92,39792.26,21021.86,8404.64,6.75
ITC,2015-12-31,10978.84,49889.11,49554.24,25.03,58.41,4070.56,19.76,2744.99,199168.57,40554.07,21334.29,8469.96,6.75
ITC,2016-03-31,10654.4,50931.18,50221.39,24.85,57.98,3950.27,19.62,2663.87,204802.27,41291.42,21621.52,8521.56,6.75
ITC,2016-06-30,9431.03,52555.09,52397.91,13.76,32.1,3411.38,12.14,2343.42,200357.39,41683.11,17523.46,8822.44,6.25
ITC,2016-09-30,9930.61,52699.04,51645.08,13.52,31.56,3592.09,12.38,2467.56,213477.64,42079.36,17271.69,8547.34,6.25
ITC,2016-12-31,11777.08,55873.92,56931.23,14.06,32.81,4260.0,12.03,2926.37,206884.87,44901.96,19039.54,9796.43,6.25
ITC,2017-03-31,11306.04,55295.23,54698.97,13.65,31.85,4089.61,12.15,2809.33,199107.76,44710.61,18293.01,9137.9,6.25
ITC,2017-06-30,9690.32,57344.29,56711.88,10.68,24.92,3684.63,29.29,2937.05,248651.73,46920.03,17793.69,10210.47,6.0
ITC,2017-09-30,10468.91,59883.59,59698.27,10.77,25.12,3980.69,29.15,3173.03,234689.02,48574.7,18730.69,10834.37,6.0
ITC,2017-12-31,11823.23,62942.83,63740.39,10.94,25.52,4495.65,28.99,3583.51,229985.22,50641.41,19998.93,11750.9,6.0
ITC,2018-03-31,11532.61,65029.09,65826.85,10.93,25.51,4385.15,29.21,3495.43,261129.25,51919.21,20653.57,12130.72,6.0
ITC,2018-06-30,10797.03,66355.2,66595.77,3.91,9.13,4140.35,17.67,2810.49,278401.66,53765.6,21522.78,11725.09,6.25
ITC,2018-09-30,11190.37,68559.27,69133.3,3.93,9.18,4291.19,17.78,2912.88,256962.78,55479.92,22342.88,12229.43,6.25
ITC,2018-12-31,13517.33,71128.27,72414.9,3.97,9.26,5183.51,17.81,3518.59,251538.98,57488.55,23403.44,12933.36,6.25
ITC,2019-03-31,12748.88,71155.22,70576.18,3.87,9.03,4888.83,17.82,3318.56,280721.01,57443.71,22809.19,12280.26,6.25
ITC,2019-06-30,11034.21,73172.53,73213.08,83.15,194.01,4321.81,19.93,3282.02,304411.08,59273.53,22422.93,11142.83,5.15
ITC,2019-09-30,11637.65,75501.3,76490.38,84.19,196.44,4558.17,20.6,3461.51,313570.26,61638.84,23426.67,11787.6,5.15
ITC,2019-12-31,13756.36,77196.44,78496.41,84.5,197.17,5388.01,20.22,4091.7,313443.13,63494.42,24041.06,12141.39,5.15
ITC,2020-03-31,13392.8,76612.33,75919.97,82.35,192.15,5245.61,20.54,3983.56,318913.55,63465.23,23251.97,11444.04,5.15
ITC,2020-06-30,10638.39,75920.97,75421.75,80.77,188.45,3685.65,14.41,2705.55,366522.82,54322.73,22065.88,13350.55,4.0
ITC,2020-09-30,11948.8,76222.04,76914.31,82.04,191.42,4139.64,14.62,3038.81,343837.4,56670.26,22502.55,13829.34,4.0
ITC,2020-12-31,13909.04,74291.73,73936.67,80.91,188.79,4818.76,14.5,3537.34,322100.64,57362.63,21631.4,13111.34,4.0
ITC,2021-03-31,13402.51,73419.8,73080.17,80.92,188.82,4643.28,14.64,3408.52,314591.98,58842.54,21380.81,12961.45,4.0
ITC,2021-06-30,13613.27,75227.75,75840.71,75.31,175.72,4629.34,14.71,3541.31,410001.11,57092.71,24460.88,14352.59,4.0
ITC,2021-09-30,14349.31,76097.03,76720.64,75.31,175.73,4879.64,14.84,3732.79,400658.75,58638.48,24744.68,14519.79,4.0
ITC,2021-12-31,16723.84,74968.27,73623.85,73.36,171.17,5687.12,15.28,4350.49,381603.43,58621.95,23745.88,13572.6,4.0
ITC,2022-03-31,16435.17,76205.59,75227.89,73.74,172.06,5588.96,15.22,4275.39,399613.98,60437.52,24263.23,13940.38,4.0
ITC,2022-06-30,15651.52,78185.74,77033.96,90.45,211.04,5672.76,19.42,4166.29,452029.14,61893.19,24736.2,14475.76,6.5
ITC,2022-09-30,16496.9,80828.94,80150.12,91.03,212.4,5979.17,19.35,4391.33,452447.21,63974.58,25736.83,15158.14,6.5
ITC,2022-12-31,19704.82,82837.09,82010.27,90.88,212.06,7141.85,19.73,5245.24,435600.91,65553.3,26334.13,15485.18,6.5
ITC,2023-03-31,19052.5,87225.19,88642.04,93.29,217.68,6905.42,19.76,5071.6,393733.38,69015.13,28463.65,17180.75,6.5
ITC,2023-06-30,15101.08,87482.39,87653.36,91.08,212.51,5599.22,9.58,3818.84,462063.73,67897.01,28620.08,16218.38,6.5
ITC,2023-09-30,15946.8,89223.29,89656.18,91.34,213.13,5912.8,9.69,4032.71,465616.07,69933.71,29274.03,16636.93,6.5
ITC,2023-12-31,18942.13,88714.6,87182.87,89.33,208.44,7023.41,9.71,4790.18,500032.64,70194.27,28466.46,15821.88,6.5
ITC,2024-03-31,17938.22,92434.61,93120.27,91.57,213.67,6651.18,9.72,4536.31,465494.09,73802.42,30405.11,17323.86,6.5
ITC,2024-06-30,16130.19,92430.78,94074.01,87.02,203.05,5531.84,11.19,3774.77,547862.95,64751.62,32322.94,19244.38,6.25
ITC,2024-09-30,18073.27,88796.33,87727.2,84.47,197.1,6198.22,11.31,4229.49,528714.33,64553.34,30142.24,17420.26,6.25
ITC,2024-12-31,21025.7,88150.43,87367.14,84.74,197.73,7210.76,11.07,4920.41,516541.64,66463.64,30018.52,17404.16,6.25
ITC,2025-03-31,20066.72,86480.56,84984.45,84.02,196.05,6881.87,11.47,4695.99,537317.23,67589.13,29199.86,16785.79,6.25
ITC,2025-06-30,17017.16,88028.5,86666.88,708.57,1653.32,5891.75,21.65,3983.93,590745.7,64890.46,29121.89,17068.55,6.0
ITC,2025-09-30,18998.5,90539.29,90259.44,717.48,1674.11,6577.74,21.42,4447.79,585266.32,67482.08,30329.07,17999.55,6.0
ITC,2025-12-31,21555.46,91141.43,90067.18,711.22,1659.51,7463.02,21.05,5046.41,598371.81,68653.8,30264.46,17804.54,6.0
ITC,2026-03-31,20804.19,94224.13,94814.93,724.21,1689.83,7202.91,21.07,4870.53,644979.58,71700.78,31859.81,19085.56,6.0
Infosys,2014-06-30,13517.76,60782.72,60252.78,0.0,0.0,3773.23,3.04,2117.7,190847.69,45997.14,47171.3,14013.5,7.75
Infosys,2014-09-30,13530.19,64210.12,65469.94,0.0,0.0,3776.7,3.04,2119.65,198419.8,48590.82,51255.77,15662.21,7.75
Infosys,2014-12-31,13227.39,64220.21,63811.26,0.0,0.0,3692.18,3.03,2072.21,215102.51,48598.45,49957.2,14876.33,7.75
Infosys,2015-03-31,13616.4,66954.2,67626.07,0.0,0.0,3800.76,2.99,2133.16,209428.87,50667.39,52943.78,16025.93,7.75
Infosys,2015-06-30,15238.53,68505.64,68520.03,0.0,0.0,4168.08,0.01,2447.3,237153.65,56066.78,53704.35,12186.86,6.75
Infosys,2015-09-30,15441.71,70380.19,70068.27,0.0,0.0,4223.65,0.01,2479.93,207741.58,57314.85,54917.82,12404.39,6.75
Infosys,2015-12-31,15989.94,72368.9,71845.86,0.0,0.0,4373.6,0.01,2567.98,241610.95,58657.97,56311.05,12683.36,6.75
